1749981458.8805828,1785.0,0
1749981458.9378226,2249.0,0
1749981458.9383266,2490.0,0
1749981458.9388735,2453.0,0
1749981458.9393692,2195.0,0
1749981458.9400735,1849.0,0
1749981458.940582,1528.0,0
1749981458.9409878,1282.0,0
1749981458.9425251,1160.0,0
1749981458.943511,1301.0,0
1749981458.9438434,1711.0,0
1749981458.9441712,2188.0,0
1749981458.9444978,2475.0,0
1749981458.9449358,2490.0,0
1749981458.9454806,2267.0,0
1749981458.94602,1931.0,0
1749981458.9471703,1596.0,0
1749981458.9474952,1331.0,0
1749981458.9478438,1179.0,0
1749981458.9481707,1276.0,0
1749981458.9485135,1654.0,0
1749981458.9488425,2138.0,0
1749981458.9491694,2455.0,0
1749981458.9495718,2503.0,0
1749981458.9499364,2304.0,0
1749981458.950294,1977.0,0
1749981458.9506779,1636.0,0
1749981458.9512568,1364.0,0
1749981458.9520035,1188.0,0
1749981458.9523704,1230.0,0
1749981458.95275,1549.0,0
1749981458.953095,2018.0,0
1749981458.95364,2371.0,0
1749981458.9538937,2480.0,0
1749981458.9541101,2330.0,0
1749981458.9547808,2016.0,0
1749981458.9551344,1655.0,0
1749981458.9557216,1363.0,0
1749981458.9560096,1180.0,0
1749981458.9568226,1205.0,0
1749981458.9576643,1496.0,0
1749981458.9581697,1951.0,0
1749981458.958626,2322.0,0
1749981458.9590416,2467.0,0
1749981458.9593716,2361.0,0
1749981458.9596748,2069.0,0
1749981458.9601068,1701.0,0
1749981458.9604278,1385.0,0
1749981458.9607058,1178.0,0
1749981458.9609926,1167.0,0
1749981458.9614055,1424.0,0
1749981458.9618125,1870.0,0
1749981458.9621787,2270.0,0
1749981458.9625115,2459.0,0
1749981458.9628446,2402.0,0
1749981458.9633076,2141.0,0
1749981458.9637773,1776.0,0
1749981458.9643757,1437.0,0
1749981458.9646764,1201.0,0
1749981458.9649813,1148.0,0
1749981458.9652917,1368.0,0
1749981458.9655719,1805.0,0
1749981458.966049,2235.0,0
1749981458.9663942,2466.0,0
1749981458.966792,2450.0,0
1749981458.9671721,2215.0,0
1749981458.9674985,1862.0,0
1749981458.9678316,1513.0,0
1749981458.9686997,1257.0,0
1749981458.9690425,1154.0,0
1749981458.9693537,1312.0,0
1749981458.9696472,1710.0,0
1749981458.9699156,2157.0,0
1749981458.9702926,2435.0,0
1749981458.9706419,2472.0,0
1749981458.9709222,2270.0,0
1749981458.9712446,1925.0,0
1749981458.9715464,1562.0,0
1749981458.9718456,1289.0,0
1749981458.9721706,1161.0,0
1749981458.9724884,1283.0,0
1749981458.9728305,1656.0,0
1749981458.97314,2114.0,0
1749981458.9732373,2421.0,0
1749981458.9733126,2490.0,0
1749981458.9737482,2312.0,0
1749981458.9740644,1981.0,0
1749981458.9743965,1612.0,0
1749981458.9747753,1323.0,0
1749981458.975215,1162.0,0
1749981458.9756377,1237.0,0
1749981458.9759552,1576.0,0
1749981458.9763322,2044.0,0
1749981458.976826,2393.0,0
1749981458.9771242,2509.0,0
1749981458.9774685,2374.0,0
1749981458.977772,2065.0,0
1749981458.9780843,1694.0,0
1749981458.9791121,1387.0,0
1749981458.9795134,1199.0,0
1749981458.9798887,1231.0,0
1749981458.9802365,1533.0,0
1749981458.9805994,1998.0,0
1749981458.980936,2376.0,0
1749981458.9813013,2530.0,0
1749981458.9816587,2432.0,0
1749981458.9820352,2143.0,0
1749981458.9824095,1770.0,0
1749981458.98294,1441.0,0
1749981458.983309,1223.0,0
1749981458.9836135,1206.0,0
1749981458.9839592,1467.0,0
1749981458.9842343,1924.0,0
1749981458.9845784,2334.0,0
1749981458.9849203,2526.0,0
1749981458.9852784,2465.0,0
1749981458.9855824,2199.0,0
1749981458.9859302,1834.0,0
1749981458.986227,1497.0,0
1749981458.9865174,1260.0,0
1749981458.9868088,1198.0,0
1749981458.9872904,1409.0,0
1749981458.9876122,1845.0,0
1749981458.987944,2284.0,0
1749981458.9882624,2525.0,0
1749981458.9885476,2511.0,0
1749981458.9888756,2271.0,0
1749981458.989221,1909.0,0
1749981458.991381,1556.0,0
1749981458.9917312,1298.0,0
1749981458.9920938,1197.0,0
1749981458.9923596,1358.0,0
1749981458.992722,1756.0,0
1749981458.993443,2199.0,0
1749981458.99378,2468.0,0
1749981458.994095,2494.0,0
1749981458.9945695,2287.0,0
1749981458.9950113,1943.0,0
1749981458.9953368,1584.0,0
1749981458.9956634,1313.0,0
1749981458.996017,1185.0,0
1749981458.9963386,1311.0,0
1749981458.9966996,1690.0,0
1749981458.997059,2153.0,0
1749981458.9975595,2461.0,0
1749981458.9979236,2527.0,0
1749981458.9982622,2350.0,0
1749981458.9986107,2022.0,0
1749981458.998923,1656.0,0
1749981458.999274,1367.0,0
1749981459.0008194,1204.0,0
1749981459.0012138,1278.0,0
1749981459.0020945,1619.0,0
1749981459.0023682,2088.0,0
1749981459.0026453,2432.0,0
1749981459.0028608,2540.0,0
1749981459.0031745,2396.0,0
1749981459.0034006,2084.0,0
1749981459.0036426,1714.0,0
1749981459.003915,1405.0,0
1749981459.0041325,1210.0,0
1749981459.0043745,1237.0,0
1749981459.0046616,1543.0,0
1749981459.0049222,2016.0,0
1749981459.0054061,2397.0,0
1749981459.0056849,2543.0,0
1749981459.0059175,2434.0,0
1749981459.006147,2146.0,0
1749981459.0063653,1789.0,0
1749981459.0066085,1472.0,0
1749981459.0068138,1246.0,0
1749981459.0070453,1219.0,0
1749981459.0072489,1492.0,0
1749981459.0077012,1982.0,0
1749981459.0080025,2418.0,0
1749981459.0082972,2604.0,0
1749981459.0086012,2517.0,0
1749981459.0088818,2245.0,0
1749981459.0091615,1903.0,0
1749981459.0094945,1583.0,0
1749981459.0098374,1322.0,0
1749981459.0101566,1226.0,0
1749981459.0104704,1451.0,0
1749981459.010779,1961.0,0
1749981459.011085,2469.0,0
1749981459.011428,2705.0,0
1749981459.0118296,2628.0,0
1749981459.012989,2350.0,0
1749981459.0132892,2022.0,0
1749981459.013568,1722.0,0
1749981459.0138981,1457.0,0
1749981459.014233,1288.0,0
1749981459.0145555,1405.0,0
1749981459.0148633,1843.0,0
1749981459.0152626,2366.0,0
1749981459.0155666,2668.0,0
1749981459.015878,2655.0,0
1749981459.0162032,2403.0,0
1749981459.0165212,2072.0,0
1749981459.0168374,1760.0,0
1749981459.0171926,1495.0,0
1749981459.0174901,1308.0,0
1749981459.0178654,1368.0,0
1749981459.0181181,1739.0,0
1749981459.018333,2245.0,0
1749981459.018535,2579.0,0
1749981459.0187986,2622.0,0
1749981459.0190876,2403.0,0
1749981459.019348,2069.0,0
1749981459.0195656,1735.0,0
1749981459.0198395,1469.0,0
1749981459.0201664,1291.0,0
1749981459.020463,1338.0,0
1749981459.0207775,1680.0,0
1749981459.0210361,2177.0,0
1749981459.0213013,2536.0,0
1749981459.021596,2618.0,0
1749981459.0219014,2434.0,0
1749981459.0220134,2110.0,0
1749981459.0220838,1766.0,0
1749981459.022359,1486.0,0
1749981459.02268,1288.0,0
1749981459.0229678,1292.0,0
1749981459.0240002,1590.0,0
1749981459.024239,2081.0,0
1749981459.0244472,2479.0,0
1749981459.0246732,2614.0,0
1749981459.024992,2476.0,0
1749981459.0252333,2173.0,0
1749981459.025503,1828.0,0
1749981459.0257585,1534.0,0
1749981459.025974,1313.0,0
1749981459.0262299,1265.0,0
1749981459.0265212,1509.0,0
1749981459.0267627,1982.0,0
1749981459.0270016,2415.0,0
1749981459.0273364,2602.0,0
1749981459.0276453,2510.0,0
1749981459.0279253,2225.0,0
1749981459.0281615,1878.0,0
1749981459.0283825,1572.0,0
1749981459.0287044,1340.0,0
1749981459.0289683,1259.0,0
1749981459.0291758,1461.0,0
1749981459.0294154,1913.0,0
1749981459.0296695,2370.0,0
1749981459.029985,2599.0,0
1749981459.0303135,2549.0,0
1749981459.030586,2286.0,0
1749981459.0308359,1939.0,0
1749981459.0310755,1616.0,0
1749981459.0312977,1363.0,0
1749981459.0315056,1240.0,0
1749981459.0318024,1390.0,0
1749981459.032031,1813.0,0
1749981459.032287,2292.0,0
1749981459.0326014,2565.0,0
1749981459.032889,2558.0,0
1749981459.0331023,2320.0,0
1749981459.0332808,1984.0,0
1749981459.0335252,1657.0,0
1749981459.0337431,1398.0,0
1749981459.0339353,1244.0,0
1749981459.0357842,1339.0,0
1749981459.036151,1720.0,0
1749981459.0367463,2208.0,0
1749981459.037005,2524.0,0
1749981459.0371737,2566.0,0
1749981459.0375097,2359.0,0
1749981459.0377178,2032.0,0
1749981459.0380592,1695.0,0
1749981459.038326,1421.0,0
1749981459.038549,1237.0,0
1749981459.0387707,1281.0,0
1749981459.0390239,1619.0,0
1749981459.0392506,2111.0,0
1749981459.0395112,2469.0,0
1749981459.0397258,2556.0,0
1749981459.039937,2380.0,0
1749981459.0401998,2061.0,0
1749981459.0404186,1716.0,0
1749981459.0406604,1432.0,0
